Date,Return,Return_Predicted,Movement_Predicted,Movement_Real,Hit,Investiment_Return
2021-04-02 03:30,-2.9999,0.02257,Up,Down,0,-2.9999
2021-04-02 03:35,-1.9999,0.02248,Up,Down,0,-1.9999
2021-04-02 03:40,4.99999,0.02299,Up,Up,1,4.99999
2021-04-02 03:45,5.0,0.02299,Up,Up,1,5.0
2021-04-02 03:50,-1.0,0.02306,Up,Down,0,-1.0
2021-04-02 03:55,1.99999,0.02287,Up,Up,1,1.99999
2021-04-02 04:00,-0.0001,0.02253,Up,Down,0,-0.0001
2021-04-02 04:05,-9.9999,0.02255,Up,Down,0,-9.9999
2021-04-02 04:10,-9.9999,0.02249,Up,Down,0,-9.9999
2021-04-02 04:15,1.0,0.02254,Up,Up,1,1.0
2021-04-02 04:20,0.0,0.02255,Up,Down,0,0.0
2021-04-02 04:25,5.99999,0.01709,Up,Up,1,5.99999
2021-04-02 04:30,1.0,0.02257,Up,Up,1,1.0
2021-04-02 04:35,-6.0,0.02253,Up,Down,0,-6.0
2021-04-02 04:40,5.0,0.02249,Up,Up,1,5.0
2021-04-02 04:45,0.00011,0.02251,Up,Up,1,0.00011
2021-04-02 04:50,-4.0,0.02256,Up,Down,0,-4.0
2021-04-02 04:55,0.00011,0.02252,Up,Up,1,0.00011
2021-04-02 05:00,2.99999,0.02178,Up,Up,1,2.99999
2021-04-02 05:05,-9.9999,0.01587,Up,Down,0,-9.9999
2021-04-02 05:10,0.00017,0.01924,Up,Up,1,0.00017
2021-04-02 05:15,-0.0002,0.02158,Up,Down,0,-0.0002
2021-04-02 05:20,-3.9999,0.02258,Up,Down,0,-3.9999
2021-04-02 05:25,0.0001,0.02261,Up,Up,1,0.0001
2021-04-02 05:30,-8.9999,0.02252,Up,Down,0,-8.9999
2021-04-02 05:35,0.0,0.02252,Up,Down,0,0.0
2021-04-02 05:40,-5.0,0.02259,Up,Down,0,-5.0
2021-04-02 05:45,-3.9999,0.02257,Up,Down,0,-3.9999
2021-04-02 05:50,9.99999,0.02247,Up,Up,1,9.99999
2021-04-02 05:55,-9.9999,0.02255,Up,Down,0,-9.9999
2021-04-02 06:00,-0.0001,0.02261,Up,Down,0,-0.0001
2021-04-02 06:05,0.00017,0.02275,Up,Up,1,0.00017
2021-04-02 06:10,-9.9999,0.0227,Up,Down,0,-9.9999
2021-04-02 06:15,6.0,0.02254,Up,Up,1,6.0
2021-04-02 06:20,0.00039,0.02261,Up,Up,1,0.00039
2021-04-02 06:25,-5.9999,0.02295,Up,Down,0,-5.9999
2021-04-02 06:30,-0.0001,0.02261,Up,Down,0,-0.0001
2021-04-02 06:35,-0.0001,0.0226,Up,Down,0,-0.0001
2021-04-02 06:40,9.99999,0.02262,Up,Up,1,9.99999
2021-04-02 06:45,0.0,0.02243,Up,Down,0,0.0
2021-04-02 06:50,-0.0003,0.02243,Up,Down,0,-0.0003
2021-04-02 06:55,0.00016,0.02263,Up,Up,1,0.00016
2021-04-02 07:00,-0.0005,0.02281,Up,Down,0,-0.0005
2021-04-02 07:05,-0.0001,0.02339,Up,Down,0,-0.0001
2021-04-02 07:10,0.00063,0.02275,Up,Up,1,0.00063
2021-04-02 07:15,-4.9999,0.02276,Up,Down,0,-4.9999
2021-04-02 07:20,4.99999,0.02277,Up,Up,1,4.99999
2021-04-02 07:25,0.00025,0.02253,Up,Up,1,0.00025
2021-04-02 07:30,0.0,0.02257,Up,Down,0,0.0
2021-04-02 07:35,0.0,0.02245,Up,Down,0,0.0
2021-04-02 07:40,8.0,0.02268,Up,Up,1,8.0
2021-04-02 07:45,-9.9999,0.02262,Up,Down,0,-9.9999
2021-04-02 07:50,-8.0,0.02255,Up,Down,0,-8.0
2021-04-02 07:55,-0.0001,0.02262,Up,Down,0,-0.0001
2021-04-02 08:00,2.99999,0.02285,Up,Up,1,2.99999
2021-04-02 08:05,0.00041,0.02268,Up,Up,1,0.00041
2021-04-02 08:10,-5.9999,0.02262,Up,Down,0,-5.9999
2021-04-02 08:15,8.99999,0.02255,Up,Up,1,8.99999
2021-04-02 08:20,1.0,0.02267,Up,Up,1,1.0
2021-04-02 08:25,0.00029,0.02246,Up,Up,1,0.00029
2021-04-02 08:30,1.0,0.02276,Up,Up,1,1.0
2021-04-02 08:35,7.0,0.02264,Up,Up,1,7.0
2021-04-02 08:40,-4.0,0.02249,Up,Down,0,-4.0
2021-04-02 08:45,-5.0,0.02276,Up,Down,0,-5.0
2021-04-02 08:50,-0.0001,0.02267,Up,Down,0,-0.0001
2021-04-02 08:55,6.0,0.02292,Up,Up,1,6.0
2021-04-02 09:00,-0.0001,0.02271,Up,Down,0,-0.0001
2021-04-02 09:05,5.99999,0.02253,Up,Up,1,5.99999
2021-04-02 09:10,-7.0,0.02266,Up,Down,0,-7.0
2021-04-02 09:15,0.00012,0.02255,Up,Up,1,0.00012
2021-04-02 09:20,0.00018,0.02254,Up,Up,1,0.00018
2021-04-02 09:25,-2.9999,0.0227,Up,Down,0,-2.9999
2021-04-02 09:30,-1.0,0.02249,Up,Down,0,-1.0
2021-04-02 09:35,-0.0002,0.02039,Up,Down,0,-0.0002
2021-04-02 09:40,-0.0001,0.02275,Up,Down,0,-0.0001
2021-04-02 09:45,-4.0,0.02253,Up,Down,0,-4.0
2021-04-02 09:50,-5.9999,0.02262,Up,Down,0,-5.9999
2021-04-02 09:55,0.00031,0.02246,Up,Up,1,0.00031
2021-04-02 10:00,-0.0001,0.02243,Up,Down,0,-0.0001
2021-04-02 10:05,-0.0001,0.02249,Up,Down,0,-0.0001
2021-04-02 10:10,-5.0,0.02246,Up,Down,0,-5.0
2021-04-02 10:15,4.0,0.02244,Up,Up,1,4.0
2021-04-02 10:20,-0.0001,0.02253,Up,Down,0,-0.0001
2021-04-02 10:25,-0.0001,0.02257,Up,Down,0,-0.0001
2021-04-02 10:30,5.99999,0.02258,Up,Up,1,5.99999
2021-04-02 10:35,0.0,0.02253,Up,Down,0,0.0
2021-04-02 10:40,5.0,0.02247,Up,Up,1,5.0
2021-04-02 10:45,-1.0,0.0226,Up,Down,0,-1.0
2021-04-02 10:50,5.0,0.02259,Up,Up,1,5.0
2021-04-02 10:55,-5.0,0.02266,Up,Down,0,-5.0
2021-04-02 11:00,2.99999,0.02263,Up,Up,1,2.99999
2021-04-02 11:05,9.99999,0.02276,Up,Up,1,9.99999
2021-04-02 11:10,0.00015,0.02255,Up,Up,1,0.00015
2021-04-02 11:15,-0.0001,0.02249,Up,Down,0,-0.0001
2021-04-02 11:20,-0.0005,0.02255,Up,Down,0,-0.0005
2021-04-02 11:25,0.00018,0.02317,Up,Up,1,0.00018
2021-04-02 11:30,-8.0,0.02259,Up,Down,0,-8.0
2021-04-02 11:35,2.0,0.02259,Up,Up,1,2.0
2021-04-02 11:40,0.0,0.02248,Up,Down,0,0.0
2021-04-02 11:45,-9.0,0.02253,Up,Down,0,-9.0
2021-04-02 11:50,-4.9999,0.02254,Up,Down,0,-4.9999
2021-04-02 11:55,-9.9999,0.02274,Up,Down,0,-9.9999
2021-04-02 12:00,0.00015,0.02284,Up,Up,1,0.00015
2021-04-02 12:05,-0.0002,0.02274,Up,Down,0,-0.0002
2021-04-02 12:10,-0.0001,0.02259,Up,Down,0,-0.0001
2021-04-02 12:15,5.0,0.02272,Up,Up,1,5.0
2021-04-02 12:20,-0.0002,0.02288,Up,Down,0,-0.0002
2021-04-02 12:25,5.0,0.0237,Up,Up,1,5.0
2021-04-02 12:30,0.00078,0.02741,Up,Up,1,0.00078
2021-04-02 12:35,-0.0008,0.02483,Up,Down,0,-0.0008
2021-04-02 12:40,0.00019,0.0238,Up,Up,1,0.00019
2021-04-02 12:45,-0.0004,0.02335,Up,Down,0,-0.0004
2021-04-02 12:50,0.00025,0.02319,Up,Up,1,0.00025
2021-04-02 12:55,-0.0003,0.02303,Up,Down,0,-0.0003
2021-04-02 13:00,-0.001,0.02315,Up,Down,0,-0.001
2021-04-02 13:05,0.00032,0.02467,Up,Up,1,0.00032
2021-04-02 13:10,-0.0002,0.02355,Up,Down,0,-0.0002
2021-04-02 13:15,2.99999,0.02319,Up,Up,1,2.99999
2021-04-02 13:20,-0.0002,0.02285,Up,Down,0,-0.0002
2021-04-02 13:25,0.00041,0.02293,Up,Up,1,0.00041
2021-04-02 13:30,0.00056,0.02313,Up,Up,1,0.00056
2021-04-02 13:35,0.00055,0.02305,Up,Up,1,0.00055
2021-04-02 13:40,-0.0003,0.02308,Up,Down,0,-0.0003
2021-04-02 13:45,0.00031,0.023,Up,Up,1,0.00031
2021-04-02 13:50,-1.0,0.02276,Up,Down,0,-1.0
2021-04-02 13:55,-0.0003,0.02275,Up,Down,0,-0.0003
2021-04-02 14:00,-0.0003,0.02283,Up,Down,0,-0.0003
2021-04-02 14:05,-0.0005,0.02284,Up,Down,0,-0.0005
2021-04-02 14:10,0.00014,0.02329,Up,Up,1,0.00014
2021-04-02 14:15,8.0,0.02278,Up,Up,1,8.0
2021-04-02 14:20,-0.0002,0.02287,Up,Down,0,-0.0002
2021-04-02 14:25,0.0002,0.0229,Up,Up,1,0.0002
2021-04-02 14:30,0.00011,0.02273,Up,Up,1,0.00011
2021-04-02 14:35,-2.9999,0.02271,Up,Down,0,-2.9999
2021-04-02 14:40,-0.0002,0.0227,Up,Down,0,-0.0002
2021-04-02 14:45,-4.0,0.02293,Up,Down,0,-4.0
2021-04-02 14:50,0.00018,0.02278,Up,Up,1,0.00018
2021-04-02 14:55,1.0,0.02284,Up,Up,1,1.0
2021-04-02 15:00,0.00011,0.0226,Up,Up,1,0.00011
2021-04-02 15:05,-9.9999,0.0226,Up,Down,0,-9.9999
2021-04-02 15:10,-0.0002,0.02256,Up,Down,0,-0.0002
2021-04-02 15:15,-7.0,0.02345,Up,Down,0,-7.0
2021-04-02 15:20,0.00019,0.02546,Up,Up,1,0.00019
2021-04-02 15:25,-9.0,0.0248,Up,Down,0,-9.0
2021-04-02 15:30,1.0,0.02855,Up,Up,1,1.0
2021-04-02 15:35,5.99999,0.02713,Up,Up,1,5.99999
2021-04-02 15:40,2.99999,0.02887,Up,Up,1,2.99999
2021-04-02 15:45,0.00011,0.02456,Up,Up,1,0.00011
2021-04-02 15:50,0.00011,0.02277,Up,Up,1,0.00011
2021-04-02 15:55,-7.0,0.02338,Up,Down,0,-7.0
2021-04-02 16:00,0.0,0.02443,Up,Down,0,0.0
2021-04-02 16:05,5.0,0.0226,Up,Up,1,5.0
2021-04-02 16:10,2.99999,0.02292,Up,Up,1,2.99999
2021-04-02 16:15,1.99999,0.02378,Up,Up,1,1.99999
2021-04-02 16:20,-0.0001,0.02809,Up,Down,0,-0.0001
2021-04-02 16:25,9.99999,0.02315,Up,Up,1,9.99999
2021-04-02 16:30,5.0,0.02429,Up,Up,1,5.0
2021-04-02 16:35,1.0,0.02371,Up,Up,1,1.0
2021-04-02 16:40,-4.0,0.02266,Up,Down,0,-4.0
2021-04-02 16:45,1.0,0.02287,Up,Up,1,1.0
2021-04-02 16:50,-2.0,0.02306,Up,Down,0,-2.0
2021-04-02 16:55,0.0,0.02252,Up,Down,0,0.0
2021-04-02 17:00,4.0,0.02259,Up,Up,1,4.0
2021-04-02 17:05,5.99999,0.02268,Up,Up,1,5.99999
2021-04-02 17:10,1.0,0.02248,Up,Up,1,1.0
2021-04-02 17:15,1.99999,0.02251,Up,Up,1,1.99999
2021-04-02 17:20,1.0,0.02316,Up,Up,1,1.0
2021-04-02 17:25,1.0,0.0258,Up,Up,1,1.0
2021-04-02 17:30,-2.0,0.02252,Up,Down,0,-2.0
2021-04-02 17:35,2.0,0.0225,Up,Up,1,2.0
2021-04-02 17:40,9.99999,0.02244,Up,Up,1,9.99999
2021-04-02 17:45,5.0,0.02258,Up,Up,1,5.0
2021-04-02 17:50,-1.0,0.02252,Up,Down,0,-1.0
2021-04-02 17:55,-2.9999,0.02204,Up,Down,0,-2.9999
2021-04-02 18:00,-7.0,0.0232,Up,Down,0,-7.0
2021-04-02 18:05,1.0,0.02257,Up,Up,1,1.0
2021-04-02 18:10,-2.0,0.02277,Up,Down,0,-2.0
2021-04-02 18:15,0.00014,0.02256,Up,Up,1,0.00014
2021-04-02 18:20,-0.0001,0.02268,Up,Down,0,-0.0001
2021-04-02 18:25,7.0,0.02263,Up,Up,1,7.0
2021-04-02 18:30,1.0,0.02254,Up,Up,1,1.0
2021-04-02 18:35,4.0,0.02048,Up,Up,1,4.0
2021-04-02 18:40,4.99999,0.01754,Up,Up,1,4.99999
2021-04-02 18:45,-2.9999,0.02255,Up,Down,0,-2.9999
2021-04-02 18:50,-7.0,0.01911,Up,Down,0,-7.0
2021-04-02 18:55,2.99999,0.0199,Up,Up,1,2.99999
2021-04-02 19:00,5.0,0.02247,Up,Up,1,5.0
2021-04-02 19:05,5.99999,0.0225,Up,Up,1,5.99999
2021-04-02 19:10,5.99999,0.02255,Up,Up,1,5.99999
2021-04-02 19:15,-2.9999,0.02165,Up,Down,0,-2.9999
2021-04-02 19:20,7.0,0.02186,Up,Up,1,7.0
2021-04-02 19:25,-4.0,0.01593,Up,Down,0,-4.0
2021-04-02 19:30,-0.0002,0.01871,Up,Down,0,-0.0002
2021-04-02 19:35,-4.0,0.0233,Up,Down,0,-4.0
2021-04-02 19:40,-9.9999,0.02293,Up,Down,0,-9.9999
2021-04-02 19:45,9.99999,0.02324,Up,Up,1,9.99999
2021-04-02 19:50,-4.9999,0.02413,Up,Down,0,-4.9999
2021-04-02 19:55,7.0,0.0249,Up,Up,1,7.0
2021-04-02 20:00,-8.0,0.02393,Up,Down,0,-8.0
2021-04-02 20:05,2.0,0.02288,Up,Up,1,2.0
2021-04-02 20:10,6.99999,0.02269,Up,Up,1,6.99999
2021-04-02 20:15,4.0,0.02392,Up,Up,1,4.0
2021-04-02 20:20,2.0,0.02309,Up,Up,1,2.0
2021-04-02 20:25,-2.9999,0.0229,Up,Down,0,-2.9999
2021-04-02 20:30,-5.0,0.0228,Up,Down,0,-5.0
2021-04-02 20:35,9.99999,0.02273,Up,Up,1,9.99999
2021-04-02 20:40,-0.0001,0.02278,Up,Down,0,-0.0001
2021-04-02 20:45,-2.0,0.02295,Up,Down,0,-2.0
2021-04-02 20:50,0.0,0.02266,Up,Down,0,0.0
2021-04-02 20:55,-0.0005,0.02334,Up,Down,0,-0.0005
2021-04-04 21:00,0.00024,0.01622,Up,Up,1,0.00024
2021-04-04 21:05,-0.0001,0.02258,Up,Down,0,-0.0001
2021-04-04 21:10,2.0,0.01741,Up,Up,1,2.0
2021-04-04 21:15,0.0,0.01597,Up,Down,0,0.0
2021-04-04 21:20,0.0,0.00221,Up,Down,0,0.0
2021-04-04 21:25,0.0,0.00611,Up,Down,0,0.0
2021-04-04 21:30,1.99999,0.01639,Up,Up,1,1.99999
2021-04-04 21:35,2.0,0.01597,Up,Up,1,2.0
2021-04-04 21:40,-4.0,0.01894,Up,Down,0,-4.0
2021-04-04 21:45,9.99999,0.0205,Up,Up,1,9.99999
2021-04-04 21:50,-0.0001,0.02307,Up,Down,0,-0.0001
2021-04-04 21:55,0.00102,0.02091,Up,Up,1,0.00102
2021-04-04 22:00,-0.0001,0.02361,Up,Down,0,-0.0001
2021-04-04 22:05,-0.0001,0.02331,Up,Down,0,-0.0001
2021-04-04 22:10,-3.9999,0.02346,Up,Down,0,-3.9999
2021-04-04 22:15,-9.9999,0.02267,Up,Down,0,-9.9999
2021-04-04 22:20,4.99999,0.0227,Up,Up,1,4.99999
2021-04-04 22:25,2.0,0.0226,Up,Up,1,2.0
2021-04-04 22:30,0.00014,0.02286,Up,Up,1,0.00014
2021-04-04 22:35,-4.9999,0.02296,Up,Down,0,-4.9999
2021-04-04 22:40,1.99999,0.02298,Up,Up,1,1.99999
2021-04-04 22:45,-7.0,0.02288,Up,Down,0,-7.0
2021-04-04 22:50,-8.0,0.02262,Up,Down,0,-8.0
2021-04-04 22:55,-0.0001,0.02266,Up,Down,0,-0.0001
2021-04-04 23:00,8.0,0.02288,Up,Up,1,8.0
2021-04-04 23:05,-7.0,0.02281,Up,Down,0,-7.0
2021-04-04 23:10,4.0,0.02255,Up,Up,1,4.0
2021-04-04 23:15,0.00014,0.02254,Up,Up,1,0.00014
2021-04-04 23:20,6.0,0.02266,Up,Up,1,6.0
2021-04-04 23:25,0.00017,0.02248,Up,Up,1,0.00017
2021-04-04 23:30,0.0,0.0226,Up,Down,0,0.0
2021-04-04 23:35,-9.9999,0.02254,Up,Down,0,-9.9999
2021-04-04 23:40,2.0,0.02252,Up,Up,1,2.0
2021-04-04 23:45,7.0,0.02251,Up,Up,1,7.0
2021-04-04 23:50,0.00025,0.02248,Up,Up,1,0.00025
2021-04-04 23:55,-0.0001,0.02264,Up,Down,0,-0.0001
2021-04-05 00:00,-0.0003,0.02265,Up,Down,0,-0.0003
2021-04-05 00:05,-1.0,0.02273,Up,Down,0,-1.0
2021-04-05 00:10,0.00015,0.02258,Up,Up,1,0.00015
2021-04-05 00:15,0.00014,0.0226,Up,Up,1,0.00014
2021-04-05 00:20,0.00011,0.02259,Up,Up,1,0.00011
2021-04-05 00:25,2.0,0.02258,Up,Up,1,2.0
2021-04-05 00:30,2.99999,0.02253,Up,Up,1,2.99999
2021-04-05 00:35,-9.9999,0.02271,Up,Down,0,-9.9999
2021-04-05 00:40,9.99999,0.02273,Up,Up,1,9.99999
2021-04-05 00:45,-0.0001,0.02263,Up,Down,0,-0.0001
2021-04-05 00:50,2.99999,0.02309,Up,Up,1,2.99999
2021-04-05 00:55,0.00011,0.02283,Up,Up,1,0.00011
2021-04-05 01:00,-0.0001,0.02262,Up,Down,0,-0.0001
2021-04-05 01:05,2.99999,0.02256,Up,Up,1,2.99999
2021-04-05 01:10,7.0,0.02255,Up,Up,1,7.0
2021-04-05 01:15,0.00025,0.02265,Up,Up,1,0.00025
2021-04-05 01:20,1.0,0.02267,Up,Up,1,1.0
2021-04-05 01:25,-7.0,0.02266,Up,Down,0,-7.0
2021-04-05 01:30,4.99999,0.02259,Up,Up,1,4.99999
2021-04-05 01:35,1.0,0.02307,Up,Up,1,1.0
2021-04-05 01:40,0.00028,0.02247,Up,Up,1,0.00028
2021-04-05 01:45,-0.0001,0.02263,Up,Down,0,-0.0001
2021-04-05 01:50,0.0,0.02272,Up,Down,0,0.0
2021-04-05 01:55,0.0,0.02271,Up,Down,0,0.0
2021-04-05 02:00,-0.0001,0.0227,Up,Down,0,-0.0001
2021-04-05 02:05,1.0,0.0227,Up,Up,1,1.0
2021-04-05 02:10,-5.0,0.02258,Up,Down,0,-5.0
2021-04-05 02:15,1.99999,0.02262,Up,Up,1,1.99999
2021-04-05 02:20,6.0,0.02263,Up,Up,1,6.0
2021-04-05 02:25,-9.0,0.02248,Up,Down,0,-9.0
2021-04-05 02:30,-4.9999,0.02255,Up,Down,0,-4.9999
2021-04-05 02:35,0.0,0.02278,Up,Down,0,0.0
2021-04-05 02:40,-2.9999,0.0227,Up,Down,0,-2.9999
2021-04-05 02:45,-8.0,0.02262,Up,Down,0,-8.0
2021-04-05 02:50,1.0,0.02283,Up,Up,1,1.0
2021-04-05 02:55,-9.9999,0.02258,Up,Down,0,-9.9999
2021-04-05 03:00,0.00017,0.02263,Up,Up,1,0.00017
2021-04-05 03:05,4.0,0.02254,Up,Up,1,4.0
2021-04-05 03:10,0.00015,0.02251,Up,Up,1,0.00015
2021-04-05 03:15,9.99999,0.02045,Up,Up,1,9.99999
2021-04-05 03:20,1.99999,0.02248,Up,Up,1,1.99999
2021-04-05 03:25,-7.0,0.02246,Up,Down,0,-7.0
2021-04-05 03:30,2.99999,0.02253,Up,Up,1,2.99999
2021-04-05 03:35,1.0,0.02255,Up,Up,1,1.0
2021-04-05 03:40,1.99999,0.02254,Up,Up,1,1.99999
2021-04-05 03:45,2.0,0.02264,Up,Up,1,2.0
2021-04-05 03:50,-4.0,0.02247,Up,Down,0,-4.0
2021-04-05 03:55,0.0,0.02245,Up,Down,0,0.0
2021-04-05 04:00,-9.9999,0.02263,Up,Down,0,-9.9999
2021-04-05 04:05,-0.0002,0.02256,Up,Down,0,-0.0002
2021-04-05 04:10,-0.0002,0.02293,Up,Down,0,-0.0002
2021-04-05 04:15,-2.0,0.02287,Up,Down,0,-2.0
2021-04-05 04:20,-3.9999,0.02273,Up,Down,0,-3.9999
2021-04-05 04:25,-0.0001,0.02274,Up,Down,0,-0.0001
2021-04-05 04:30,6.0,0.02261,Up,Up,1,6.0
2021-04-05 04:35,-0.0001,0.02087,Up,Down,0,-0.0001
2021-04-05 04:40,0.0,0.02256,Up,Down,0,0.0
2021-04-05 04:45,-0.0001,0.02291,Up,Down,0,-0.0001
2021-04-05 04:50,-8.0,0.02252,Up,Down,0,-8.0
2021-04-05 04:55,0.00011,0.02286,Up,Up,1,0.00011
2021-04-05 05:00,-0.0001,0.02256,Up,Down,0,-0.0001
2021-04-05 05:05,6.99999,0.02256,Up,Up,1,6.99999
2021-04-05 05:10,-9.9999,0.02251,Up,Down,0,-9.9999
2021-04-05 05:15,0.0,0.01814,Up,Down,0,0.0
2021-04-05 05:20,9.99999,0.01794,Up,Up,1,9.99999
2021-04-05 05:25,-0.0002,0.02251,Up,Down,0,-0.0002
2021-04-05 05:30,-5.9999,0.02281,Up,Down,0,-5.9999
2021-04-05 05:35,-0.0001,0.02252,Up,Down,0,-0.0001
2021-04-05 05:40,-0.0003,0.02279,Up,Down,0,-0.0003
2021-04-05 05:45,5.0,0.02316,Up,Up,1,5.0
2021-04-05 05:50,-0.0002,0.02271,Up,Down,0,-0.0002
2021-04-05 05:55,0.00011,0.02321,Up,Up,1,0.00011
2021-04-05 06:00,-0.0003,0.02272,Up,Down,0,-0.0003
2021-04-05 06:05,0.00025,0.02298,Up,Up,1,0.00025
2021-04-05 06:10,0.00023,0.02291,Up,Up,1,0.00023
2021-04-05 06:15,1.99999,0.02319,Up,Up,1,1.99999
2021-04-05 06:20,-0.0001,0.02268,Up,Down,0,-0.0001
2021-04-05 06:25,3.0,0.02288,Up,Up,1,3.0
2021-04-05 06:30,0.0001,0.02282,Up,Up,1,0.0001
2021-04-05 06:35,1.0,0.0227,Up,Up,1,1.0
2021-04-05 06:40,-0.0002,0.02288,Up,Down,0,-0.0002
2021-04-05 06:45,0.0,0.02299,Up,Down,0,0.0
2021-04-05 06:50,-0.0001,0.02281,Up,Down,0,-0.0001
2021-04-05 06:55,-0.0003,0.02307,Up,Down,0,-0.0003
2021-04-05 07:00,0.00075,0.0236,Up,Up,1,0.00075
2021-04-05 07:05,-0.0003,0.02291,Up,Down,0,-0.0003
2021-04-05 07:10,1.99999,0.02318,Up,Up,1,1.99999
2021-04-05 07:15,-8.9999,0.02271,Up,Down,0,-8.9999
2021-04-05 07:20,8.99999,0.02277,Up,Up,1,8.99999
2021-04-05 07:25,7.0,0.02272,Up,Up,1,7.0
2021-04-05 07:30,8.0,0.02289,Up,Up,1,8.0
2021-04-05 07:35,-0.0002,0.02292,Up,Down,0,-0.0002
